latitude,longitude,property,mapped_unit,mean_value_mapped_unit,mean_uncertainty_mapped_unit,target_unit,mean_value_target_unit,mean_uncertainty_target_unit
52.44219298245614,18.85,nitrogen,cg/kg,274.6666666666667,54.333333333333336,g/kg,2.746666666666667,0.5433333333333333
52.44219298245614,18.85,ocd,dg/dm³,229.66666666666663,25.33333333333333,hg/m³,22.966666666666665,2.533333333333333
52.44219298245614,18.85,phh2o,pH*10,59.66666666666666,6.0,-,5.966666666666667,0.6
52.44219298245614,18.85,sand,g/kg,741.0,5.666666666666667,%,74.1,0.5666666666666667
52.44219298245614,18.85,silt,g/kg,172.66666666666666,23.0,%,17.266666666666666,2.3
52.44219298245614,18.85,soc,dg/kg,270.3333333333333,54.66666666666666,g/kg,27.03333333333333,5.466666666666667
52.44219298245614,18.85,wv0010,(10-2 cm³/cm³)*10,411.3333333333333,8.333333333333334,10-2 cm³/cm³,41.13333333333333,0.8333333333333334
52.44219298245614,18.85,wv0033,(10-2 cm³/cm³)*10,334.6666666666667,10.666666666666666,10-2 cm³/cm³,33.46666666666667,1.0666666666666669
52.44219298245614,18.85,wv1500,(10-2 cm³/cm³)*10,67.33333333333333,20.666666666666668,10-2 cm³/cm³,6.7333333333333325,2.066666666666667
52.44228070175439,18.85333333333333,bdod,cg/cm³,132.33333333333334,8.333333333333334,kg/dm³,1.3233333333333337,0.0833333333333333
52.44228070175439,18.85333333333333,cec,mmol(c)/kg,192.66666666666663,41.0,cmol(c)/kg,19.266666666666666,4.1
52.44228070175439,18.85333333333333,cfvo,cm³/dm³,53.66666666666666,48.333333333333336,cm³/100cm³,5.366666666666666,4.833333333333334
52.44228070175439,18.85333333333333,clay,g/kg,85.33333333333333,44.66666666666666,%,8.533333333333333,4.466666666666667
52.44228070175439,18.85333333333333,nitrogen,cg/kg,276.3333333333333,53.333333333333336,g/kg,2.763333333333333,0.5333333333333333
52.44228070175439,18.85333333333333,ocd,dg/dm³,234.66666666666663,25.666666666666668,hg/m³,23.466666666666665,2.566666666666667
52.44228070175439,18.85333333333333,phh2o,pH*10,59.66666666666666,6.0,-,5.966666666666667,0.6
52.44228070175439,18.85333333333333,sand,g/kg,747.0,5.666666666666667,%,74.7,0.5666666666666667
52.44228070175439,18.85333333333333,silt,g/kg,167.33333333333334,23.0,%,16.733333333333334,2.3
52.44228070175439,18.85333333333333,soc,dg/kg,288.0,58.66666666666666,g/kg,28.8,5.866666666666666
